party,result,council
Українська республіканська партія ,  12.50,"Львівська обл., Старосамбірська районна рада"
"Політична партія ""Воля""",  12.50,"Львівська обл., Старосамбірська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  13.51,"Львівська обл., Сокальська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  10.81,"Львівська обл., Сокальська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  10.81,"Львівська обл., Сокальська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Львівська обл., Сколівська районна рада"
Партія Християнсько-Демократичний Союз,  14.71,"Львівська обл., Сколівська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  11.76,"Львівська обл., Сколівська районна рада"
"Політична партія ""Європейська партія України""",  11.76,"Львівська обл., Сколівська районна рада"
"Політична партія ""Громадянська позиція""",  11.11,"Львівська обл., Самбірська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.11,"Львівська обл., Самбірська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.11,"Львівська обл., Самбірська районна рада"
"Політична партія ""Українська Галицька партія""",  10.81,"Львівська обл., Яворівська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   8.11,"Львівська обл., Яворівська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.11,"Львівська обл., Яворівська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",  11.76,"Львівська обл., Турківська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   8.82,"Львівська обл., Турківська районна рада"
